"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"ht11";"ht13";"ht19";"pobre";"VivAdec";"desocupado";"Auto";"Internet"
"2019_1_2019001002";27;"Tres Cruces";4;"CH";2;82;1;154140,666666667;20000;"2";0;1;0;0;1
"2019_1_2019001004";40;"Castro, P. Castellanos";11;"D";2;53;1;158027,666666667;0;"4";0;1;0;0;1
"2019_1_2019001005";47;"Casabo, Pajas Blancas";17;"A";1;54;1;42324;10000;"8";1;3;0;0;1
"2019_1_2019001007";25;"Pocitos";5;"CH";2;61;1;168236;30000;"2";0;1;0;1;1
"2019_1_2019001008";41;"Pocitos";5;"CH";2;57;1;90262;20000;"3";0;1;0;0;1
"2019_1_2019001011";18;"Pocitos";5;"CH";1;67;1;133439;30000;"1";0;1;0;1;1
"2019_1_2019001013";32;"Aires Puros";11;"D";1;75;1;31281;15000;"2";0;2;0;0;0
"2019_1_2019001015";27;"La Paloma, Tomkinson";18;"A";2;61;1;44760;6000;"2";0;1;0;1;1
"2019_1_2019001020";31;"Pque. Batlle, V. Dolores";5;"CH";2;94;1;194236;17000;"2";0;2;0;1;1
"2019_1_2019001021";43;"Larra¦aga";3;"C";2;48;1;197697;19000;"5";0;1;0;1;1
"2019_1_2019001025";28;"Belvedere";14;"A";2;81;1;101126;18000;"2";0;1;0;0;1
"2019_1_2019001027";16;"La Teja";14;"A";2;34;1;39871;0;"1";0;1;0;0;1
"2019_1_2019001031";18;"Punta Gorda";7;"E";2;58;1;85859,6666666667;20000;"1";0;1;0;1;1
"2019_1_2019001039";41;"La Paloma, Tomkinson";18;"A";1;71;1;78813;10000;"3";0;1;0;0;1
"2019_1_2019001042";21;"Larra¦aga";3;"C";1;86;1;28271;11000;"1";0;1;0;0;0
"2019_1_2019001045";35;"Villa Garcia, Manga Rur.";9;"F";1;51;1;57964;9000;"3";0;3;0;1;0
"2019_1_2019001050";29;"Aires Puros";11;"D";1;54;1;53686;15000;"2";0;3;0;0;0
"2019_1_2019001052";17;"Colon Sureste, Abayuba";12;"G";2;56;1;41618;0;"1";0;2;0;0;1
"2019_1_2019001061";30;"Cordon";2;"B";1;68;1;108576;25000;"2";0;1;0;1;1
"2019_1_2019001062";17;"La Comercial";3;"C";2;54;1;77189;30000;"1";0;1;0;0;1
"2019_1_2019001069";39;"Pe¦arol, Lavalleja";13;"G";2;32;1;68738,1;0;"3";0;1;0;1;1
"2019_1_2019001071";45;"Las Acacias";11;"D";2;66;1;68125,3333333333;9000;"4";0;3;0;0;1
"2019_1_2019001072";44;"Larra¦aga";3;"C";1;22;1;51724;0;"2";0;1;0;0;1
"2019_1_2019001073";21;"Malvin";7;"E";2;52;1;150375,333333333;20000;"2";0;1;0;1;1
"2019_1_2019001078";23;"Brazo Oriental";15;"C";2;84;1;45488;15000;"1";0;1;0;0;0
"2019_1_2019001084";35;"Pocitos";5;"CH";1;43;1;248856;0;"4";0;1;0;1;1
"2019_1_2019001107";43;"Tres Ombues, Victoria";14;"A";2;36;1;56857;10000;"5";0;1;0;0;0
"2019_1_2019001108";39;"Villa Garcia, Manga Rur.";9;"F";1;46;1;76740;13000;"3";0;1;0;1;1
"2019_1_2019001114";14;"Buceo";5;"CH";2;30;1;56034,6666666667;0;"1";0;1;0;0;1
"2019_1_2019001115";27;"Larra¦aga";4;"CH";2;69;1;87536;15000;"2";0;1;0;0;0
"2019_1_2019001116";29;"Castro, P. Castellanos";11;"D";1;53;1;107378;18000;"2";0;2;0;1;1
"2019_1_2019001117";21;"Atahualpa";3;"C";1;71;1;68288;20000;"1";0;2;0;1;1
"2019_1_2019001127";23;"Colon Centro y Noroeste";12;"G";2;84;1;31180;9000;"1";0;1;0;0;0
"2019_1_2019001130";24;"Carrasco";8;"E";1;48;1;98524;26000;"2";0;1;0;0;1
"2019_1_2019001132";38;"Villa Espa¦ola";11;"D";1;45;1;57873;0;"3";0;1;0;0;0
"2019_1_2019001133";38;"Pta. Rieles, Bella Italia";9;"F";1;60;1;220113,333333333;15000;"4";0;1;0;1;1
"2019_1_2019001135";38;"Casabo, Pajas Blancas";17;"A";1;38;1;41091;5000;"3";0;3;0;0;0
"2019_1_2019001136";23;"Castro, P. Castellanos";11;"D";2;480;1;NA;13000;"---";0;2;0;0;0
"2019_1_2019001137";41;"Las Canteras";8;"E";1;40;1;82271;0;"1";0;1;0;1;1
"2019_1_2019001138";43;"Palermo";2;"B";1;47;1;126109,333333333;20000;"2";0;1;0;0;1
"2019_1_2019001139";24;"Pta. Rieles, Bella Italia";9;"F";2;71;1;41131;9000;"1";0;1;0;0;1
"2019_1_2019001142";42;"Flor de Maro¦as";9;"F";2;21;1;43888;8000;"2";0;3;1;0;0
"2019_1_2019001143";22;"Ituzaingo";9;"F";1;77;1;25088;12000;"1";0;1;0;0;0
"2019_1_2019001147";23;"Nuevo Paris";14;"A";2;76;1;28788;12500;"1";0;1;0;1;1
"2019_1_2019001153";34;"Cordon";2;"B";1;64;1;106349,333333333;30000;"4";0;1;1;0;1
"2019_1_2019001154";40;"Parque Rodo";2;"B";1;48;1;55013;13000;"3";0;1;0;0;1
"2019_1_2019001157";35;"Pque. Batlle, V. Dolores";5;"CH";1;32;1;83271;25000;"1";0;1;0;1;1
"2019_1_2019001161";31;"Pocitos";5;"CH";2;31;1;100576;0;"2";0;1;0;0;1
"2019_1_2019001163";30;"Castro, P. Castellanos";11;"D";1;75;1;53152;18000;"2";0;1;0;1;1
"2019_1_2019001165";49;"La Paloma, Tomkinson";17;"A";2;29;1;30361;7000;"5";1;3;0;0;0
"2019_1_2019001169";18;"Pocitos";5;"CH";1;65;1;445000;25000;"1";0;1;0;1;1
"2019_1_2019001174";30;"Brazo Oriental";15;"C";1;54;1;220678;25000;"2";0;1;0;1;1
"2019_1_2019001178";18;"Villa Mu¦oz, Retiro";3;"C";2;56;1;72197;16000;"1";0;1;0;0;1
"2019_1_2019001181";37;"Las Acacias";11;"D";1;50;1;68684;15000;"4";0;2;0;1;1
"2019_1_2019001190";36;"Centro";1;"B";2;46;1;41360;0;"2";0;1;0;0;1
"2019_1_2019001202";38;"La Figurita";3;"C";1;51;1;82152;20000;"4";0;1;0;1;1
"2019_1_2019001204";23;"Union";11;"D";2;78;1;36020;20000;"1";0;1;0;0;1
"2019_1_2019001206";23;"Union";6;"E";2;78;1;84771;18000;"1";0;1;0;0;1
"2019_1_2019001210";41;"Pe¦arol, Lavalleja";13;"G";2;36;1;47484;15000;"4";1;1;0;1;1
"2019_1_2019001212";37;"Centro";1;"B";2;67;1;48477;0;"2";0;1;0;0;1
"2019_1_2019001214";25;"Ituzaingo";9;"F";2;53;1;75908;17000;"2";0;1;0;0;0
"2019_1_2019001216";38;"Cerro";17;"A";2;33;1;36042;0;"3";1;1;1;0;0
"2019_1_2019001224";30;"Aguada";1;"B";1;61;1;48907;0;"2";0;1;0;0;1
"2019_1_2019001229";21;"Carrasco";8;"E";1;70;1;254000;56000;"2";0;1;0;1;1
"2019_1_2019001234";37;"Buceo";5;"CH";1;56;1;83164;0;"3";0;1;0;1;1
"2019_1_2019001236";41;"Centro";1;"B";1;43;1;65262;0;"1";0;1;0;0;1
"2019_1_2019001248";43;"Aires Puros";15;"C";2;22;1;54976;0;"2";0;2;0;0;1
"2019_1_2019001252";42;"Las Canteras";8;"E";2;41;1;102360;18000;"3";0;1;0;1;1
"2019_1_2019001256";40;"Buceo";7;"E";1;69;1;141524;20000;"4";0;1;0;1;1
"2019_1_2019001264";46;"Capurro, Bella Vista";16;"C";1;31;1;53064;0;"3";0;1;0;0;0
"2019_1_2019001271";17;"Punta Gorda";8;"E";1;58;1;184547,333333333;0;"1";0;1;0;1;1
"2019_1_2019001273";22;"Lezica, Melilla";12;"G";2;68;1;31271;12000;"1";0;1;0;0;1
"2019_1_2019001278";37;"Barrio Sur";1;"B";2;51;1;59786;0;"3";0;1;0;0;1
"2019_1_2019001281";41;"Pe¦arol, Lavalleja";13;"G";1;38;1;48201;8000;"5";1;2;0;1;1
"2019_1_2019001285";23;"Centro";2;"B";2;90;1;92197;15000;"1";0;1;0;0;0
"2019_1_2019001286";46;"Piedras Blancas";9;"F";2;44;1;67591;10000;"4";0;1;0;1;1
"2019_1_2019001288";23;"Malvin";7;"E";2;87;1;46262;18000;"1";0;1;0;0;1
"2019_1_2019001291";40;"Tres Cruces";4;"CH";1;22;1;50434;0;"2";0;1;0;0;1
"2019_1_2019001294";39;"Maro¦as, Parque Guarani";9;"F";2;62;1;58160;10000;"3";0;1;0;0;1
"2019_1_2019001295";34;"Colon Centro y Noroeste";12;"G";1;53;1;60797;25000;"2";0;1;0;1;1
"2019_1_2019001296";38;"Punta Carretas";5;"CH";1;41;1;125240,666666667;21000;"4";0;1;0;1;1
"2019_1_2019001298";33;"Tres Cruces";2;"B";1;27;1;32288;0;"1";0;1;0;0;1
"2019_1_2019001299";31;"Malvin";7;"E";2;81;1;106236;20000;"2";0;1;0;1;1
"2019_1_2019001303";32;"Paso de la Arena";18;"A";1;89;1;77778,3333333333;12000;"2";0;1;0;0;1
"2019_1_2019001304";22;"Union";11;"D";2;88;1;102193;20000;"1";0;1;0;0;1
"2019_1_2019001305";21;"Paso de las Duranas";13;"G";1;68;1;50189;16000;"1";0;2;0;0;1
"2019_1_2019001319";44;"Villa Espa¦ola";11;"D";1;24;1;70992;0;"4";0;2;0;0;1
"2019_1_2019001320";36;"Cordon";2;"B";1;44;1;55378;0;"2";0;1;0;1;1
"2019_1_2019001322";33;"Larra¦aga";4;"CH";2;77;1;98668;16000;"2";0;1;0;0;1
"2019_1_2019001329";42;"Flor de Maro¦as";9;"F";1;60;1;143282;13000;"4";0;1;0;1;1
"2019_1_2019001331";27;"Cerro";17;"A";2;33;1;45139;15000;"2";0;1;0;0;1
"2019_1_2019001333";41;"La Teja";14;"A";1;33;1;123514;20000;"3";0;1;0;0;1
"2019_1_2019001337";27;"Manga";10;"D";1;69;1;39271;20000;"2";0;2;0;1;1
"2019_1_2019001341";20;"Pocitos";5;"CH";2;69;1;76220;19000;"1";0;1;0;1;1
"2019_1_2019001342";35;"Pocitos";5;"CH";2;57;1;159932,666666667;35000;"3";0;1;0;1;1
"2019_1_2019001354";39;"Pque. Batlle, V. Dolores";5;"CH";2;39;1;78605;0;"3";0;1;0;1;1
"2019_1_2019001359";36;"Nuevo Paris";14;"A";1;57;1;47297,5;0;"4";0;1;0;0;1
"2019_1_2019001367";31;"Sayago";13;"G";2;45;1;28000;18000;"2";0;3;0;0;0
"2019_1_2019001370";28;"Centro";1;"B";1;67;1;133576;26000;"2";0;1;0;1;1
"2019_1_2019001375";43;"Parque Rodo";2;"B";2;49;1;131030,666666667;30000;"4";0;1;0;1;1
"2019_1_2019001378";37;"Castro, P. Castellanos";11;"D";2;58;1;138472;15000;"4";0;1;0;0;1
"2019_1_2019001382";18;"Malvin Norte";6;"E";2;61;1;24193;0;"1";0;1;0;0;1
"2019_1_2019001386";43;"Nuevo Paris";13;"G";1;44;1;104868;0;"5";0;1;0;0;1
"2019_1_2019001388";18;"Parque Rodo";2;"B";1;67;1;100689;25000;"1";0;1;0;0;1
"2019_1_2019001391";35;"Union";6;"E";2;54;1;134116;0;"2";0;1;0;0;1
"2019_1_2019001393";31;"Villa Espa¦ola";11;"D";1;75;1;29676;10000;"2";0;1;0;1;1
"2019_1_2019001394";38;"Pe¦arol, Lavalleja";13;"G";2;34;1;66540;15000;"3";0;1;0;1;1
"2019_1_2019001397";32;"Carrasco";8;"E";1;64;1;321548;0;"6";0;1;0;0;1
"2019_1_2019001399";30;"La Teja";14;"A";1;74;1;55076;20000;"2";0;1;0;1;1
"2019_1_2019001402";23;"Cordon";2;"B";2;78;1;74262;12000;"1";0;1;0;0;1
"2019_1_2019001407";35;"Lezica, Melilla";12;"G";2;66;1;49488;13000;"2";0;1;0;0;0
"2019_1_2019001408";33;"Tres Ombues, Victoria";14;"A";1;53;1;41600;5000;"3";0;3;0;0;0
"2019_1_2019001415";42;"Pque. Batlle, V. Dolores";4;"CH";2;66;1;55576;18000;"2";0;1;0;1;1
"2019_1_2019001418";28;"La Blanqueada";4;"CH";2;43;1;36576;0;"2";0;1;0;0;1
"2019_1_2019001419";29;"Prado, Nueva Savona";16;"C";2;27;1;67620;0;"1";0;1;0;1;1
"2019_1_2019001428";49;"Nuevo Paris";14;"A";2;48;1;96182,5;7000;"8";0;3;0;0;1
"2019_1_2019001429";41;"Larra¦aga";3;"C";1;37;1;80214;0;"1";0;1;0;1;1
"2019_1_2019001436";24;"Pe¦arol, Lavalleja";13;"G";1;56;1;105659;8000;"1";0;1;0;1;1
"2019_1_2019001437";32;"Manga, Toledo Chico";10;"D";2;48;1;58236;11000;"2";0;1;0;0;1
"2019_1_2019001439";41;"Ciudad Vieja";1;"B";1;34;1;118761,5;20000;"5";0;1;0;1;1
"2019_1_2019001440";36;"Union";6;"E";1;51;1;78720;0;"2";0;1;0;0;1
"2019_1_2019001443";37;"Lezica, Melilla";12;"G";2;62;1;47576;12000;"3";0;1;0;1;1
"2019_1_2019001445";41;"La Blanqueada";4;"CH";1;43;1;115448;18000;"4";0;1;0;1;1
"2019_1_2019001454";14;"Pocitos";5;"CH";2;37;1;90214;28000;"1";0;1;0;1;1
"2019_1_2019001459";42;"La Comercial";3;"C";2;72;1;58262;13000;"2";0;1;0;0;1
"2019_1_2019001465";33;"Malvin";7;"E";2;33;1;217893,333333333;0;"3";0;1;0;1;1
"2019_1_2019001467";24;"Villa Garcia, Manga Rur.";9;"F";2;73;1;28271;12000;"1";0;1;0;0;0
"2019_1_2019001476";23;"Colon Centro y Noroeste";12;"G";2;68;1;31788;10000;"1";0;2;0;0;0
"2019_1_2019001477";21;"Las Acacias";11;"D";1;70;1;57193;13000;"1";0;1;0;1;1
"2019_1_2019001481";41;"Jardines del Hipodromo";9;"F";1;40;1;147783,333333333;13500;"3";0;2;0;0;1
"2019_1_2019001489";17;"Mercado Modelo, Bolivar";3;"C";2;64;1;23189;0;"1";0;1;0;0;1
"2019_1_2019001492";29;"La Teja";14;"A";2;63;1;68394;12000;"2";0;1;0;0;1
"2019_1_2019001494";41;"Pe¦arol, Lavalleja";13;"G";1;56;1;79262;6000;"3";0;1;0;1;1
"2019_1_2019001498";47;"Ciudad Vieja";1;"B";2;50;1;119524;20000;"4";0;1;0;0;1
"2019_1_2019001501";40;"Lezica, Melilla";12;"G";2;52;1;47752;13000;"4";1;3;0;0;1
"2019_1_2019001508";20;"Pocitos";5;"CH";2;70;1;97118;25000;"1";0;1;0;1;1
"2019_1_2019001511";44;"Tres Ombues, Victoria";14;"A";1;36;1;41265;5000;"7";1;3;0;0;0
"2019_1_2019001513";29;"Union";6;"E";2;40;1;41124;0;"2";0;1;0;0;1
"2019_1_2019001514";44;"Pta. Rieles, Bella Italia";9;"F";2;43;1;39308;2000;"5";1;3;0;0;0
"2019_1_2019001520";23;"Tres Ombues, Victoria";14;"A";2;72;1;22271;0;"1";0;1;0;0;1
"2019_1_2019001522";54;"Barrio Sur";1;"B";2;29;1;144364;0;"3";0;1;0;1;1
"2019_1_2019001523";20;"Larra¦aga";3;"C";1;60;1;714284;40000;"4";0;1;0;1;1
"2019_1_2019001527";20;"Buceo";5;"CH";2;96;1;97288;20000;"1";0;1;0;0;1
"2019_1_2019001533";36;"Malvin";7;"E";1;43;1;320156;35000;"4";0;1;0;1;1
"2019_1_2019001534";35;"Conciliacion";13;"G";1;53;1;67156;10000;"4";0;1;0;1;1
"2019_1_2019001536";23;"Villa Espa¦ola";11;"D";2;83;1;37388;15000;"1";0;1;0;0;0
"2019_1_2019001540";47;"Manga, Toledo Chico";10;"D";1;27;1;20805,3333333333;10000;"4";1;1;0;0;1
"2019_1_2019001543";26;"La Teja";14;"A";1;66;1;24578;8000;"2";1;2;0;0;0
"2019_1_2019001544";18;"Mercado Modelo, Bolivar";11;"D";2;56;1;40000;20000;"1";0;1;0;0;1
"2019_1_2019001547";43;"Tres Ombues, Victoria";14;"A";1;38;1;94272;12000;"4";0;2;0;1;1
"2019_1_2019001548";31;"Punta Gorda";8;"E";2;46;1;156642;35000;"4";0;2;0;1;1
"2019_1_2019001553";29;"Cerrito";11;"D";1;62;1;104940;18000;"2";0;1;0;1;1
"2019_1_2019001554";37;"Castro, P. Castellanos";11;"D";1;59;1;118864;0;"3";0;2;0;0;1
"2019_1_2019001558";30;"Prado, Nueva Savona";16;"C";2;59;1;134144;35000;"2";0;1;0;1;1
"2019_1_2019001566";31;"Aguada";2;"B";1;90;1;55481;0;"2";0;1;0;0;0
"2019_1_2019001567";37;"Parque Rodo";2;"B";1;74;1;163668,333333333;30000;"3";0;1;0;1;1
"2019_1_2019001573";16;"Cordon";2;"B";2;33;1;56596,6666666667;0;"1";0;1;0;0;1
"2019_1_2019001577";40;"Cordon";2;"B";2;47;1;118554;18000;"3";0;1;0;0;1
"2019_1_2019001578";31;"Villa Espa¦ola";11;"D";1;72;1;72576;18000;"2";0;1;0;1;1
"2019_1_2019001582";36;"Pocitos";5;"CH";1;35;1;135636;0;"2";0;1;0;1;1
"2019_1_2019001584";50;"Villa Garcia, Manga Rur.";9;"F";2;61;1;40320;5000;"4";1;3;0;1;1
"2019_1_2019001588";16;"Villa Mu¦oz, Retiro";3;"C";2;34;1;37288;0;"1";0;1;0;0;1
"2019_1_2019001590";36;"La Figurita";3;"C";2;42;1;94180;12000;"2";0;1;0;0;1
"2019_1_2019001593";30;"Belvedere";13;"G";2;43;1;41990;0;"3";0;1;0;0;0
"2019_1_2019001594";38;"Villa Espa¦ola";11;"D";2;36;1;118813;16000;"3";0;1;0;1;1
"2019_1_2019001597";18;"Palermo";2;"B";2;58;1;55288;15000;"1";0;1;0;0;1
"2019_1_2019001599";22;"Belvedere";13;"G";2;84;1;50262;15000;"1";0;1;0;0;0
"2019_1_2019001600";30;"Union";11;"D";1;78;1;39440;10000;"2";0;3;0;0;0
"2019_1_2019001602";40;"La Teja";14;"A";1;58;1;65809,3333333333;14000;"3";0;2;0;1;1
"2019_1_2019001603";44;"Carrasco Norte";8;"E";1;51;1;65700;15000;"7";1;3;0;0;0
"2019_1_2019001613";22;"Jacinto Vera";3;"C";2;75;1;75317;0;"1";0;1;1;0;1
"2019_1_2019001615";46;"La Paloma, Tomkinson";18;"A";2;50;1;16252;6000;"4";1;3;0;0;0
"2019_1_2019001617";29;"Las Acacias";11;"D";1;59;1;46394;8000;"2";0;1;0;0;1
"2019_1_2019001618";43;"Aguada";2;"B";2;41;1;95192;0;"4";0;1;0;0;1
"2019_1_2019001621";37;"Prado, Nueva Savona";16;"C";1;50;1;263880;15000;"4";0;1;0;1;1
"2019_1_2019001623";41;"Centro";1;"B";1;51;1;63567;20000;"4";0;1;0;1;1
"2019_1_2019001626";25;"Union";6;"E";2;58;1;114524;25000;"2";0;1;0;0;1
"2019_1_2019001629";57;"Cordon";2;"B";1;31;1;115813;0;"3";0;1;0;0;1
"2019_1_2019001633";31;"Casabo, Pajas Blancas";17;"A";2;51;1;75271;11000;"2";0;2;0;1;1
"2019_1_2019001638";27;"Punta Gorda";7;"E";2;47;1;173158;40000;"6";0;1;0;1;1
"2019_1_2019001642";33;"Villa Espa¦ola";11;"D";2;61;1;43378;0;"2";0;1;0;0;1
"2019_1_2019001643";22;"Cordon";2;"B";2;81;1;55928,6666666667;12000;"1";0;1;0;0;0
"2019_1_2019001645";40;"Prado, Nueva Savona";14;"A";1;45;1;62606,6666666667;16000;"3";0;1;0;0;1
"2019_1_2019001649";20;"Pque. Batlle, V. Dolores";5;"CH";2;83;1;49618;17000;"1";0;1;0;0;0
"2019_1_2019001653";34;"Cerro";17;"A";2;46;1;110100,333333333;20000;"3";0;1;0;0;1
"2019_1_2019001660";25;"Cerro";17;"A";2;61;1;38262;15000;"2";0;2;0;0;1
"2019_1_2019001670";21;"Pque. Batlle, V. Dolores";4;"CH";1;67;1;84271;15000;"1";0;1;0;1;1
"2019_1_2019001672";37;"Larra¦aga";3;"C";2;65;1;105864;17000;"3";0;1;0;0;1
"2019_1_2019001680";20;"Carrasco";8;"E";1;57;1;456554,166666667;2000;"3";0;1;0;1;1
"2019_1_2019001683";23;"Cerrito";11;"D";2;75;1;23689;0;"1";0;1;0;0;0
"2019_1_2019001684";41;"La Comercial";3;"C";2;58;1;189567;18000;"4";0;1;0;1;1
"2019_1_2019001694";33;"Pocitos";5;"CH";1;28;1;46118;14000;"1";0;1;0;0;1
"2019_1_2019001695";27;"Manga";10;"D";1;74;1;34386;10000;"2";0;1;0;0;1
"2019_1_2019001697";36;"Lezica, Melilla";12;"G";1;55;1;65330;0;"3";0;2;0;0;1
"2019_1_2019001698";40;"Pe¦arol, Lavalleja";13;"G";1;54;1;106813;0;"3";0;1;0;0;1
"2019_1_2019001703";44;"La Blanqueada";4;"CH";1;29;1;51134;0;"3";0;1;0;0;0
"2019_1_2019001711";33;"Prado, Nueva Savona";16;"C";2;64;1;339993,333333333;40000;"3";0;1;0;1;1
"2019_1_2019001712";38;"Centro";2;"B";2;53;1;61828;0;"2";0;1;0;0;1
"2019_1_2019001715";23;"Palermo";2;"B";2;75;1;99262;17000;"1";0;1;0;0;1
"2019_1_2019001717";39;"Jacinto Vera";3;"C";2;59;1;179430;30000;"4";0;1;0;1;1
"2019_1_2019001722";30;"Pocitos";5;"CH";2;56;1;109323;28000;"2";0;1;0;1;1
"2019_1_2019001726";22;"Castro, P. Castellanos";11;"D";2;77;1;44220;10000;"1";0;1;0;0;0
"2019_1_2019001734";45;"Villa Garcia, Manga Rur.";9;"F";1;29;1;30626;8000;"5";1;2;0;1;1
"2019_1_2019001736";24;"Casabo, Pajas Blancas";17;"A";2;77;1;24118;7000;"1";0;1;0;0;0
"2019_1_2019001737";26;"Pocitos";5;"CH";1;60;1;106610;0;"2";0;1;0;0;1
"2019_1_2019001742";23;"Cerrito";11;"D";2;68;1;27689;8000;"1";0;2;0;0;1
"2019_1_2019001743";45;"Casabo, Pajas Blancas";17;"A";1;71;1;80475,5;7000;"7";0;1;0;0;1
"2019_1_2019001746";38;"La Teja";14;"A";1;37;1;86813;0;"3";0;1;0;1;1
"2019_1_2019001747";44;"Ciudad Vieja";1;"B";1;41;1;164625,333333333;20000;"2";0;1;0;0;1
"2019_1_2019001750";39;"Casavalle";11;"D";2;22;1;27250;10000;"2";0;1;0;0;1
"2019_1_2019001754";38;"Castro, P. Castellanos";11;"D";1;33;1;115152;20000;"4";0;1;1;1;1
"2019_1_2019001755";24;"Casabo, Pajas Blancas";17;"A";1;50;1;35288;11000;"1";0;1;0;0;0
"2019_1_2019001756";29;"Pocitos";5;"CH";1;75;1;219813;40000;"3";0;1;0;1;1
"2019_1_2019001759";18;"Tres Ombues, Victoria";14;"A";2;60;1;32389;8000;"1";0;2;0;0;1
"2019_1_2019001761";32;"Maro¦as, Parque Guarani";9;"F";2;77;1;87440;15000;"2";0;1;0;0;0
"2019_1_2019001765";31;"Ituzaingo";9;"F";2;70;1;42118;20000;"2";0;1;0;0;1
"2019_1_2019001775";39;"Colon Centro y Noroeste";12;"G";2;72;1;38440;10000;"3";0;1;0;0;0
"2019_1_2019001778";29;"Colon Sureste, Abayuba";12;"G";1;51;1;92440;8000;"2";0;2;0;0;0
"2019_1_2019001786";47;"Brazo Oriental";3;"C";2;219;1;NA;0;"---";0;1;0;0;1
"2019_1_2019001794";23;"Pocitos";5;"CH";2;65;1;99797;0;"1";0;1;0;0;1
"2019_1_2019001795";28;"Cordon";2;"B";1;84;1;76236;0;"2";0;1;0;0;1
"2019_1_2019001798";24;"La Paloma, Tomkinson";17;"A";2;87;1;17728;5008;"1";0;1;0;0;0
"2019_1_2019001800";28;"Aires Puros";15;"C";2;25;1;31671;0;"1";0;1;0;0;1
"2019_1_2019001802";21;"Colon Sureste, Abayuba";12;"G";1;76;1;45220;14000;"1";0;1;0;1;1
"2019_1_2019001810";48;"Mercado Modelo, Bolivar";3;"C";2;29;1;123733,666666667;0;"3";0;1;0;1;1
"2019_1_2019001812";50;"Casavalle";11;"D";2;41;1;83662;8000;"6";0;1;0;1;1
"2019_1_2019001813";37;"La Blanqueada";6;"E";2;32;1;266805,333333333;30000;"4";0;1;0;1;1
"2019_1_2019001814";35;"Atahualpa";15;"C";1;43;1;146052;35000;"4";0;1;0;1;1
"2019_1_2019001817";33;"Pe¦arol, Lavalleja";13;"G";2;65;1;112580;14000;"4";0;1;0;0;1
"2019_1_2019001818";41;"La Blanqueada";4;"CH";2;43;1;240736,666666667;30000;"5";0;1;0;1;1
"2019_1_2019001819";33;"Nuevo Paris";14;"A";1;62;1;54542;12000;"2";0;2;0;0;1
"2019_1_2019001823";27;"Punta Gorda";8;"E";1;50;1;223472;35000;"4";0;1;0;1;1
"2019_1_2019001825";35;"Ituzaingo";9;"F";1;30;1;62013;0;"2";0;1;0;0;1
"2019_1_2019001826";31;"Buceo";4;"CH";1;83;1;52378;18000;"2";0;1;0;0;1
"2019_1_2019001829";22;"La Paloma, Tomkinson";17;"A";1;75;1;26600;12000;"1";0;2;0;0;0
"2019_1_2019001830";25;"Atahualpa";15;"C";1;56;1;181428,666666667;25000;"1";0;1;0;1;1
"2019_1_2019001837";44;"Buceo";5;"CH";1;29;1;145523,333333333;0;"2";0;1;0;1;1
"2019_1_2019001842";42;"Manga";10;"D";2;60;1;91813;18000;"5";0;1;0;0;1
"2019_1_2019001843";28;"Malvin Norte";6;"E";2;64;1;80735;15000;"2";0;1;0;0;1
"2019_1_2019001846";23;"Malvin";7;"E";2;70;1;137189;0;"1";0;1;0;0;1
"2019_1_2019001848";48;"Manga, Toledo Chico";10;"D";2;63;1;70788;10000;"5";0;2;0;0;0
"2019_1_2019001862";18;"Villa Espa¦ola";11;"D";2;53;1;32193;0;"1";0;1;0;0;1
"2019_1_2019001865";44;"Mercado Modelo, Bolivar";3;"C";2;57;1;94191;16000;"4";0;1;0;1;1
"2019_1_2019001869";23;"Cerro";17;"A";2;86;1;32888;0;"1";0;1;0;0;0
"2019_1_2019001871";17;"Conciliacion";13;"G";2;62;1;55788;15000;"1";0;1;0;0;1
"2019_1_2019001888";36;"Cerro";17;"A";2;45;1;69540;9000;"3";0;1;0;0;1
"2019_1_2019001894";18;"Barrio Sur";1;"B";2;52;1;55197;15000;"1";0;1;0;1;1
"2019_1_2019001897";31;"Malvin";7;"E";2;31;1;61208,6666666667;0;"2";0;1;0;0;1
"2019_1_2019001898";36;"La Teja";14;"A";1;61;1;155074;25000;"3";0;1;0;1;1
"2019_1_2019001899";35;"La Paloma, Tomkinson";18;"A";2;67;1;65236;9000;"2";0;1;0;0;1
"2019_1_2019001910";28;"Ciudad Vieja";1;"B";2;25;1;21220;0;"1";0;1;0;0;1
"2019_1_2019001914";44;"Pocitos";5;"CH";1;29;1;142761,333333333;22000;"2";0;1;0;0;1
"2019_1_2019001922";40;"Belvedere";14;"A";2;54;1;63922;10000;"4";0;2;0;1;1
"2019_1_2019001923";38;"Pocitos";5;"CH";1;65;1;208486;35000;"4";0;1;0;1;1
"2019_1_2019001933";43;"Piedras Blancas";9;"F";1;44;1;18000;8000;"1";0;2;0;0;0
"2019_1_2019001935";35;"Las Canteras";9;"F";1;68;1;58323;13000;"3";0;1;0;0;1
"2019_1_2019001940";20;"Belvedere";14;"A";1;82;1;77193;12000;"1";0;1;0;0;1
"2019_1_2019001948";31;"Malvin Norte";6;"E";2;56;1;97726;16000;"3";0;1;0;0;1
"2019_1_2019001956";31;"Aires Puros";11;"D";1;56;1;54289;15000;"2";0;2;0;0;1
"2019_1_2019001957";50;"Tres Ombues, Victoria";14;"A";1;39;1;47124;15000;"2";0;1;0;1;1
"2019_1_2019001959";40;"Ciudad Vieja";1;"B";1;44;1;0;0;"1";1;1;1;0;1
