"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"desocupado";"ocupados";"subempleo";"pobpcoac";"TotEduc"
"2019_1_2019000410";20;"Carrasco";8;"E";2;58;9;0;0;0;6;"14"
"2019_1_2019000410";20;"Carrasco";8;"E";1;61;1;0;0;0;6;"17"
"2019_1_2019000412";42;"Casabo, Pajas Blancas";17;"A";2;2;3;0;0;0;1;"0"
"2019_1_2019000412";42;"Casabo, Pajas Blancas";17;"A";2;36;1;0;1;0;2;"6"
"2019_1_2019000412";42;"Casabo, Pajas Blancas";17;"A";1;41;2;0;1;0;2;"11"
"2019_1_2019000412";42;"Casabo, Pajas Blancas";17;"A";2;11;4;0;0;0;1;"5"
"2019_1_2019000416";43;"Brazo Oriental";3;"C";1;47;4;0;0;0;10;"6"
"2019_1_2019000416";43;"Brazo Oriental";3;"C";2;79;1;0;0;0;9;"9"
"2019_1_2019000424";36;"Buceo";5;"CH";1;47;1;0;1;0;2;"15"
"2019_1_2019000424";36;"Buceo";5;"CH";1;10;3;0;0;0;1;"5"
"2019_1_2019000424";36;"Buceo";5;"CH";1;7;3;0;0;0;1;"1"
"2019_1_2019000424";36;"Buceo";5;"CH";2;44;2;0;0;0;6;"14"
"2019_1_2019000426";18;"Union";6;"E";2;60;1;0;0;0;10;"14"
"2019_1_2019000427";27;"Pocitos";5;"CH";1;74;1;0;0;0;10;"15"
"2019_1_2019000427";27;"Pocitos";5;"CH";2;74;2;0;0;0;10;"12"
"2019_1_2019000429";31;"Centro";1;"B";2;75;1;0;0;0;10;"22"
"2019_1_2019000429";31;"Centro";1;"B";1;87;2;0;0;0;10;"9"
"2019_1_2019000430";36;"Villa Mu¦oz, Retiro";3;"C";2;11;4;0;0;0;1;"5"
"2019_1_2019000430";36;"Villa Mu¦oz, Retiro";3;"C";1;17;4;0;0;0;7;"11"
"2019_1_2019000430";36;"Villa Mu¦oz, Retiro";3;"C";2;43;1;0;1;0;2;"10"
"2019_1_2019000433";32;"Carrasco";8;"E";1;29;9;0;1;0;2;"11"
"2019_1_2019000433";32;"Carrasco";8;"E";1;24;1;0;1;0;2;"14"
"2019_1_2019000434";23;"Pocitos";5;"CH";2;36;2;0;1;1;2;"10"
"2019_1_2019000434";23;"Pocitos";5;"CH";2;37;1;0;1;0;2;"17"
"2019_1_2019000436";40;"Villa Garcia, Manga Rur.";9;"F";1;1;4;0;0;0;1;"0"
"2019_1_2019000436";40;"Villa Garcia, Manga Rur.";9;"F";2;32;1;0;1;0;2;"6"
"2019_1_2019000436";40;"Villa Garcia, Manga Rur.";9;"F";1;14;4;0;0;0;7;"7"
"2019_1_2019000436";40;"Villa Garcia, Manga Rur.";9;"F";1;3;4;0;0;0;1;"0"
"2019_1_2019000436";40;"Villa Garcia, Manga Rur.";9;"F";1;8;4;0;0;0;1;"2"
"2019_1_2019000438";35;"Pocitos";5;"CH";1;31;1;0;1;0;2;"14"
"2019_1_2019000440";40;"Las Canteras";8;"E";1;69;7;0;0;0;10;"10"
"2019_1_2019000440";40;"Las Canteras";8;"E";1;43;1;1;0;0;4;"12"
"2019_1_2019000443";23;"Maro¦as, Parque Guarani";9;"F";2;80;1;0;0;0;10;"10"
"2019_1_2019000445";39;"Malvin Norte";6;"E";2;9;4;0;0;0;1;"2"
"2019_1_2019000445";39;"Malvin Norte";6;"E";2;8;4;0;0;0;1;"1"
"2019_1_2019000445";39;"Malvin Norte";6;"E";2;36;1;0;1;0;2;"8"
"2019_1_2019000445";39;"Malvin Norte";6;"E";2;14;4;0;0;0;7;"7"
"2019_1_2019000445";39;"Malvin Norte";6;"E";2;13;4;0;0;0;1;"6"
"2019_1_2019000445";39;"Malvin Norte";6;"E";2;11;4;0;0;0;1;"4"
"2019_1_2019000445";39;"Malvin Norte";6;"E";1;7;4;0;0;0;1;"0"
"2019_1_2019000446";29;"La Figurita";3;"C";1;60;2;0;1;0;2;"11"
"2019_1_2019000446";29;"La Figurita";3;"C";2;51;1;0;0;0;6;"15"
"2019_1_2019000454";29;"Larra¦aga";3;"C";2;51;1;0;1;1;2;"16"
"2019_1_2019000454";29;"Larra¦aga";3;"C";2;14;4;0;0;0;7;"8"
"2019_1_2019000455";35;"Punta Carretas";5;"CH";2;7;3;0;0;0;1;"0"
"2019_1_2019000455";35;"Punta Carretas";5;"CH";2;40;2;0;1;0;2;"16"
"2019_1_2019000455";35;"Punta Carretas";5;"CH";1;43;1;0;1;0;2;"17"
"2019_1_2019000455";35;"Punta Carretas";5;"CH";2;10;3;0;0;0;1;"3"
"2019_1_2019000460";17;"Sayago";13;"G";2;62;1;0;1;0;2;"9"
"2019_1_2019000467";32;"Manga, Toledo Chico";10;"D";1;86;1;0;0;0;10;"3"
"2019_1_2019000467";32;"Manga, Toledo Chico";10;"D";2;83;2;0;0;0;10;"6"
"2019_1_2019000469";42;"Union";6;"E";1;23;2;NA;NA;NA;NA;"---"
"2019_1_2019000469";42;"Union";6;"E";2;26;1;0;1;0;2;"15"
"2019_1_2019000474";39;"Pe¦arol, Lavalleja";13;"G";2;25;12;0;1;0;2;"8"
"2019_1_2019000474";39;"Pe¦arol, Lavalleja";13;"G";1;21;12;0;1;1;2;"7"
"2019_1_2019000474";39;"Pe¦arol, Lavalleja";13;"G";1;65;1;0;0;0;10;"6"
"2019_1_2019000474";39;"Pe¦arol, Lavalleja";13;"G";2;52;9;0;0;0;11;"6"
"2019_1_2019000474";39;"Pe¦arol, Lavalleja";13;"G";2;59;9;0;1;0;2;"6"
"2019_1_2019000483";35;"Casavalle";11;"D";2;48;2;0;0;0;6;"7"
"2019_1_2019000483";35;"Casavalle";11;"D";1;57;1;0;1;0;2;"4"
"2019_1_2019000483";35;"Casavalle";11;"D";2;3;3;0;0;0;1;"0"
"2019_1_2019000487";41;"Belvedere";14;"A";1;33;3;0;1;0;2;"17"
"2019_1_2019000487";41;"Belvedere";14;"A";1;60;1;0;0;0;10;"9"
"2019_1_2019000487";41;"Belvedere";14;"A";2;57;2;0;0;0;6;"12"
"2019_1_2019000492";31;"Villa Garcia, Manga Rur.";9;"F";2;56;2;0;0;0;6;"6"
"2019_1_2019000492";31;"Villa Garcia, Manga Rur.";9;"F";1;61;1;0;1;0;2;"9"
"2019_1_2019000493";41;"Larra¦aga";3;"C";1;16;4;0;0;0;7;"8"
"2019_1_2019000493";41;"Larra¦aga";3;"C";2;20;4;1;0;0;4;"13"
"2019_1_2019000493";41;"Larra¦aga";3;"C";2;12;4;0;0;0;1;"6"
"2019_1_2019000493";41;"Larra¦aga";3;"C";2;48;1;0;1;0;2;"12"
"2019_1_2019000499";41;"Nuevo Paris";18;"A";2;63;1;0;0;0;10;"6"
"2019_1_2019000499";41;"Nuevo Paris";18;"A";2;37;4;0;1;0;2;"9"
"2019_1_2019000499";41;"Nuevo Paris";18;"A";1;18;11;0;0;0;7;"11"
"2019_1_2019000499";41;"Nuevo Paris";18;"A";1;15;11;0;0;0;7;"9"
"2019_1_2019000502";22;"Punta Gorda";7;"E";2;7;4;0;0;0;1;"2"
"2019_1_2019000502";22;"Punta Gorda";7;"E";1;5;4;0;0;0;1;"0"
"2019_1_2019000502";22;"Punta Gorda";7;"E";2;38;1;0;1;0;2;"17"
"2019_1_2019000503";17;"Reducto";3;"C";2;56;1;0;1;0;2;"20"
"2019_1_2019000504";43;"Manga";9;"F";1;41;4;0;0;0;11;"4"
"2019_1_2019000504";43;"Manga";9;"F";1;65;1;0;0;0;10;"6"
"2019_1_2019000505";25;"Manga";10;"D";1;61;1;0;1;0;2;"12"
"2019_1_2019000506";35;"Cordon";2;"B";2;57;1;0;1;0;2;"6"
"2019_1_2019000506";35;"Cordon";2;"B";1;26;4;0;1;0;2;"9"
"2019_1_2019000514";37;"Prado, Nueva Savona";14;"A";2;51;2;0;1;0;2;"6"
"2019_1_2019000514";37;"Prado, Nueva Savona";14;"A";1;45;1;0;1;0;2;"6"
"2019_1_2019000520";43;"Malvin";7;"E";1;33;3;0;1;0;2;"12"
"2019_1_2019000520";43;"Malvin";7;"E";2;67;2;0;0;0;10;"21"
"2019_1_2019000520";43;"Malvin";7;"E";1;68;1;0;0;0;10;"15"
"2019_1_2019000526";50;"Union";6;"E";1;40;4;0;1;0;2;"7"
"2019_1_2019000526";50;"Union";6;"E";2;70;1;0;0;0;9;"9"
"2019_1_2019000526";50;"Union";6;"E";1;26;4;0;1;0;2;"11"
"2019_1_2019000526";50;"Union";6;"E";1;64;2;0;1;0;2;"3"
"2019_1_2019000528";42;"Buceo";7;"E";2;43;1;0;1;0;2;"11"
"2019_1_2019000528";42;"Buceo";7;"E";2;13;3;0;0;0;1;"7"
"2019_1_2019000528";42;"Buceo";7;"E";1;44;2;0;1;0;2;"9"
"2019_1_2019000528";42;"Buceo";7;"E";2;72;8;0;0;0;10;"9"
"2019_1_2019000528";42;"Buceo";7;"E";2;7;3;0;0;0;1;"0"
"2019_1_2019000534";31;"Colon Centro y Noroeste";12;"G";1;74;1;0;1;0;2;"6"
"2019_1_2019000534";31;"Colon Centro y Noroeste";12;"G";2;73;2;0;0;0;10;"10"
"2019_1_2019000536";39;"La Blanqueada";4;"CH";2;9;4;0;0;0;1;"3"
"2019_1_2019000536";39;"La Blanqueada";4;"CH";2;45;1;0;1;0;2;"16"
"2019_1_2019000536";39;"La Blanqueada";4;"CH";1;41;2;0;1;0;2;"15"
"2019_1_2019000538";36;"Pque. Batlle, V. Dolores";5;"CH";1;12;3;0;0;0;1;"6"
"2019_1_2019000538";36;"Pque. Batlle, V. Dolores";5;"CH";2;42;2;0;1;0;2;"16"
"2019_1_2019000538";36;"Pque. Batlle, V. Dolores";5;"CH";1;47;1;0;1;0;2;"16"
"2019_1_2019000538";36;"Pque. Batlle, V. Dolores";5;"CH";1;9;3;0;0;0;1;"2"
"2019_1_2019000543";28;"Carrasco";8;"E";2;8;3;0;0;0;1;"2"
"2019_1_2019000543";28;"Carrasco";8;"E";1;12;3;0;0;0;1;"5"
"2019_1_2019000543";28;"Carrasco";8;"E";1;44;2;0;1;0;2;"16"
"2019_1_2019000543";28;"Carrasco";8;"E";2;14;3;0;0;0;7;"7"
"2019_1_2019000543";28;"Carrasco";8;"E";2;42;1;0;1;0;2;"14"
"2019_1_2019000545";38;"Cordon";2;"B";2;35;2;0;1;0;2;"16"
"2019_1_2019000545";38;"Cordon";2;"B";1;31;1;0;1;0;2;"13"
"2019_1_2019000545";38;"Cordon";2;"B";2;0;3;0;0;0;1;"0"
"2019_1_2019000547";31;"Centro";2;"B";2;18;4;0;0;0;7;"12"
"2019_1_2019000547";31;"Centro";2;"B";2;49;1;0;1;0;2;"15"
"2019_1_2019000556";42;"Pque. Batlle, V. Dolores";5;"CH";1;26;3;0;1;0;2;"14"
"2019_1_2019000556";42;"Pque. Batlle, V. Dolores";5;"CH";2;66;1;0;0;0;10;"19"
"2019_1_2019000556";42;"Pque. Batlle, V. Dolores";5;"CH";1;59;2;0;1;0;2;"18"
"2019_1_2019000556";42;"Pque. Batlle, V. Dolores";5;"CH";2;22;12;0;0;0;7;"16"
"2019_1_2019000556";42;"Pque. Batlle, V. Dolores";5;"CH";1;20;12;0;0;0;7;"14"
"2019_1_2019000559";24;"Ciudad Vieja";1;"B";1;64;1;0;1;0;2;"10"
"2019_1_2019000561";41;"Pe¦arol, Lavalleja";13;"G";1;10;3;0;0;0;1;"3"
"2019_1_2019000561";41;"Pe¦arol, Lavalleja";13;"G";2;31;1;0;1;0;2;"9"
"2019_1_2019000561";41;"Pe¦arol, Lavalleja";13;"G";1;38;2;0;1;0;2;"11"
"2019_1_2019000561";41;"Pe¦arol, Lavalleja";13;"G";2;72;7;0;0;0;10;"4"
"2019_1_2019000563";22;"Belvedere";14;"A";1;67;1;0;1;0;2;"4"
"2019_1_2019000570";27;"Pocitos";5;"CH";2;80;2;0;0;0;10;"17"
"2019_1_2019000570";27;"Pocitos";5;"CH";1;80;1;0;0;0;10;"21"
"2019_1_2019000571";20;"Mercado Modelo, Bolivar";11;"D";1;65;1;0;1;0;2;"12"
"2019_1_2019000587";31;"Punta Gorda";7;"E";2;19;3;0;0;0;7;"13"
"2019_1_2019000587";31;"Punta Gorda";7;"E";1;49;1;0;1;0;2;"16"
"2019_1_2019000587";31;"Punta Gorda";7;"E";2;16;3;0;0;0;7;"10"
"2019_1_2019000587";31;"Punta Gorda";7;"E";2;48;2;0;1;0;2;"12"
"2019_1_2019000590";38;"Larra¦aga";3;"C";1;1;3;0;0;0;1;"0"
"2019_1_2019000590";38;"Larra¦aga";3;"C";1;36;2;0;1;0;2;"9"
"2019_1_2019000590";38;"Larra¦aga";3;"C";2;37;1;0;1;0;2;"11"
"2019_1_2019000594";20;"Sayago";13;"G";1;79;1;0;0;0;10;"5"
"2019_1_2019000595";40;"Las Canteras";6;"E";2;30;1;1;0;0;4;"16"
"2019_1_2019000595";40;"Las Canteras";6;"E";1;4;3;0;0;0;1;"0"
"2019_1_2019000595";40;"Las Canteras";6;"E";1;32;2;0;1;1;2;"12"
"2019_1_2019000595";40;"Las Canteras";6;"E";1;11;3;0;0;0;1;"4"
"2019_1_2019000598";42;"Cerro";17;"A";1;26;11;1;0;0;4;"11"
"2019_1_2019000598";42;"Cerro";17;"A";1;56;4;0;1;0;2;"10"
"2019_1_2019000598";42;"Cerro";17;"A";2;86;1;0;0;0;10;"4"
"2019_1_2019000599";34;"Sayago";13;"G";2;83;1;0;0;0;9;"6"
"2019_1_2019000599";34;"Sayago";13;"G";1;66;4;0;0;0;10;"6"
"2019_1_2019000599";34;"Sayago";13;"G";1;65;4;0;0;0;10;"10"
"2019_1_2019000603";33;"Jardines del Hipodromo";9;"F";1;24;1;0;1;1;2;"8"
"2019_1_2019000604";20;"Cerrito";11;"D";1;65;1;0;0;0;10;"6"
"2019_1_2019000611";41;"Sayago";13;"G";2;1;3;0;0;0;1;"0"
"2019_1_2019000611";41;"Sayago";13;"G";1;10;3;0;0;0;1;"4"
"2019_1_2019000611";41;"Sayago";13;"G";2;36;1;0;1;0;2;"12"
"2019_1_2019000611";41;"Sayago";13;"G";1;35;2;0;1;0;2;"11"
"2019_1_2019000612";50;"La Figurita";3;"C";1;15;3;0;0;0;7;"9"
"2019_1_2019000612";50;"La Figurita";3;"C";1;45;2;0;1;0;2;"8"
"2019_1_2019000612";50;"La Figurita";3;"C";2;55;1;0;1;0;2;"13"
"2019_1_2019000612";50;"La Figurita";3;"C";1;17;3;0;0;0;7;"10"
"2019_1_2019000618";23;"Las Canteras";8;"E";2;80;1;0;0;0;10;"12"
"2019_1_2019000622";42;"Villa Mu¦oz, Retiro";2;"B";1;52;1;0;1;0;2;"9"
"2019_1_2019000622";42;"Villa Mu¦oz, Retiro";2;"B";2;83;13;0;0;0;10;"6"
"2019_1_2019000622";42;"Villa Mu¦oz, Retiro";2;"B";1;15;3;0;0;0;7;"9"
"2019_1_2019000622";42;"Villa Mu¦oz, Retiro";2;"B";2;44;2;0;0;0;9;"6"
"2019_1_2019000622";42;"Villa Mu¦oz, Retiro";2;"B";1;6;3;0;0;0;1;"0"
"2019_1_2019000622";42;"Villa Mu¦oz, Retiro";2;"B";2;20;3;0;1;0;2;"11"
"2019_1_2019000623";31;"Buceo";5;"CH";2;68;2;0;0;0;10;"6"
"2019_1_2019000623";31;"Buceo";5;"CH";1;79;1;0;0;0;10;"8"
"2019_1_2019000626";32;"Larra¦aga";3;"C";2;40;1;0;1;0;2;"10"
"2019_1_2019000626";32;"Larra¦aga";3;"C";2;10;3;0;0;0;1;"4"
"2019_1_2019000626";32;"Larra¦aga";3;"C";1;53;2;0;1;0;2;"16"
"2019_1_2019000629";30;"Larra¦aga";3;"C";2;66;2;0;0;0;10;"6"
"2019_1_2019000629";30;"Larra¦aga";3;"C";1;72;1;0;0;0;10;"7"
"2019_1_2019000632";16;"Carrasco";8;"E";2;80;2;0;0;0;6;"10"
"2019_1_2019000632";16;"Carrasco";8;"E";1;80;1;0;1;0;2;"16"
"2019_1_2019000633";21;"Buceo";5;"CH";1;66;1;0;0;0;10;"14"
"2019_1_2019000635";35;"Tres Cruces";4;"CH";2;71;7;0;0;0;9;"12"
"2019_1_2019000635";35;"Tres Cruces";4;"CH";2;15;12;0;0;0;7;"9"
"2019_1_2019000635";35;"Tres Cruces";4;"CH";2;34;1;0;1;0;2;"12"
"2019_1_2019000636";44;"Larra¦aga";3;"C";1;13;3;0;0;0;1;"7"
"2019_1_2019000636";44;"Larra¦aga";3;"C";1;47;1;0;1;0;2;"16"
"2019_1_2019000636";44;"Larra¦aga";3;"C";2;41;2;0;1;0;2;"10"
"2019_1_2019000636";44;"Larra¦aga";3;"C";2;19;3;0;0;0;7;"12"
"2019_1_2019000639";33;"Capurro, Bella Vista";16;"C";1;63;2;0;1;0;2;"14"
"2019_1_2019000639";33;"Capurro, Bella Vista";16;"C";2;69;1;0;0;0;10;"8"
"2019_1_2019000640";46;"Pta. Rieles, Bella Italia";9;"F";2;22;12;0;0;0;7;"12"
"2019_1_2019000640";46;"Pta. Rieles, Bella Italia";9;"F";1;14;3;0;0;0;7;"8"
"2019_1_2019000640";46;"Pta. Rieles, Bella Italia";9;"F";1;35;1;0;1;0;2;"9"
"2019_1_2019000640";46;"Pta. Rieles, Bella Italia";9;"F";2;33;2;0;1;0;2;"6"
"2019_1_2019000640";46;"Pta. Rieles, Bella Italia";9;"F";2;12;3;0;0;0;1;"6"
"2019_1_2019000642";23;"Punta Carretas";5;"CH";2;49;4;1;0;0;4;"17"
"2019_1_2019000642";23;"Punta Carretas";5;"CH";2;72;1;0;1;0;2;"18"
"2019_1_2019000649";23;"Larra¦aga";4;"CH";2;74;1;0;0;0;10;"12"
"2019_1_2019000650";42;"La Paloma, Tomkinson";17;"A";1;66;1;0;0;0;10;"5"
"2019_1_2019000650";42;"La Paloma, Tomkinson";17;"A";2;3;11;0;0;0;1;"0"
"2019_1_2019000650";42;"La Paloma, Tomkinson";17;"A";2;24;4;0;1;0;2;"9"
"2019_1_2019000650";42;"La Paloma, Tomkinson";17;"A";1;2;11;0;0;0;1;"0"
"2019_1_2019000651";34;"Malvin";7;"E";1;44;1;0;1;0;2;"16"
"2019_1_2019000651";34;"Malvin";7;"E";1;4;3;0;0;0;1;"0"
"2019_1_2019000651";34;"Malvin";7;"E";2;35;2;0;1;0;2;"17"
"2019_1_2019000659";41;"Cerrito";11;"D";2;55;12;1;0;0;4;"2"
"2019_1_2019000659";41;"Cerrito";11;"D";2;9;3;0;0;0;1;"2"
"2019_1_2019000659";41;"Cerrito";11;"D";2;33;1;0;1;0;2;"16"
"2019_1_2019000659";41;"Cerrito";11;"D";1;34;2;0;1;0;2;"14"
"2019_1_2019000659";41;"Cerrito";11;"D";1;6;3;0;0;0;1;"0"
"2019_1_2019000659";41;"Cerrito";11;"D";2;16;12;0;1;1;2;"9"
"2019_1_2019000672";44;"Flor de Maro¦as";9;"F";2;83;12;0;0;0;10;"6"
"2019_1_2019000672";44;"Flor de Maro¦as";9;"F";2;25;2;0;1;0;2;"9"
"2019_1_2019000672";44;"Flor de Maro¦as";9;"F";2;0;3;0;0;0;1;"0"
"2019_1_2019000672";44;"Flor de Maro¦as";9;"F";1;25;1;0;1;0;2;"13"
"2019_1_2019000673";41;"Tres Cruces";2;"B";2;23;1;0;1;0;2;"12"
"2019_1_2019000673";41;"Tres Cruces";2;"B";2;20;9;0;0;0;7;"14"
"2019_1_2019000681";33;"Las Canteras";8;"E";2;9;3;0;0;0;1;"2"
"2019_1_2019000681";33;"Las Canteras";8;"E";1;53;1;0;1;0;2;"14"
"2019_1_2019000681";33;"Las Canteras";8;"E";2;45;2;0;1;0;2;"18"
"2019_1_2019000688";30;"Malvin Norte";6;"E";1;62;2;0;1;0;2;"9"
"2019_1_2019000688";30;"Malvin Norte";6;"E";2;59;1;0;1;0;2;"11"
"2019_1_2019000688";30;"Malvin Norte";6;"E";2;31;3;0;1;1;2;"10"
"2019_1_2019000689";35;"Punta Carretas";5;"CH";1;38;2;0;1;0;2;"19"
"2019_1_2019000689";35;"Punta Carretas";5;"CH";2;0;3;0;0;0;1;"0"
"2019_1_2019000689";35;"Punta Carretas";5;"CH";2;40;1;0;1;0;2;"19"
"2019_1_2019000689";35;"Punta Carretas";5;"CH";1;3;3;0;0;0;1;"0"
"2019_1_2019000694";47;"Castro, P. Castellanos";11;"D";1;31;2;0;1;0;2;"14"
"2019_1_2019000694";47;"Castro, P. Castellanos";11;"D";2;28;1;0;1;0;2;"13"
"2019_1_2019000698";34;"Villa Garcia, Manga Rur.";9;"F";1;24;12;1;0;0;4;"6"
"2019_1_2019000698";34;"Villa Garcia, Manga Rur.";9;"F";2;63;1;0;0;0;6;"6"
"2019_1_2019000702";41;"Flor de Maro¦as";9;"F";2;44;1;0;0;0;6;"9"
"2019_1_2019000702";41;"Flor de Maro¦as";9;"F";1;1;3;0;0;0;1;"0"
"2019_1_2019000702";41;"Flor de Maro¦as";9;"F";1;14;3;0;0;0;7;"5"
"2019_1_2019000702";41;"Flor de Maro¦as";9;"F";1;40;2;0;1;0;2;"6"
"2019_1_2019000703";35;"Union";6;"E";2;60;1;0;1;0;2;"16"
"2019_1_2019000703";35;"Union";6;"E";1;23;4;1;0;0;4;"15"
"2019_1_2019000709";36;"Pocitos";5;"CH";1;37;2;0;1;0;2;"17"
"2019_1_2019000709";36;"Pocitos";5;"CH";2;34;1;0;1;0;2;"18"
"2019_1_2019000713";27;"Ciudad Vieja";1;"B";2;43;4;0;0;0;9;"3"
"2019_1_2019000713";27;"Ciudad Vieja";1;"B";2;80;1;0;0;0;10;"16"
"2019_1_2019000715";37;"Castro, P. Castellanos";11;"D";2;58;1;0;1;0;2;"6"
"2019_1_2019000715";37;"Castro, P. Castellanos";11;"D";1;31;4;0;1;0;2;"13"
"2019_1_2019000723";30;"Pe¦arol, Lavalleja";13;"G";2;74;2;0;0;0;10;"6"
"2019_1_2019000723";30;"Pe¦arol, Lavalleja";13;"G";1;87;1;0;0;0;10;"3"
"2019_1_2019000729";40;"Ituzaingo";9;"F";1;47;1;0;1;1;2;"6"
"2019_1_2019000735";20;"Pocitos";5;"CH";2;82;1;0;0;0;10;"6"
"2019_1_2019000736";38;"Villa Espa¦ola";11;"D";2;55;1;0;1;0;2;"14"
"2019_1_2019000736";38;"Villa Espa¦ola";11;"D";1;54;2;0;1;0;2;"15"
"2019_1_2019000736";38;"Villa Espa¦ola";11;"D";2;21;3;0;1;0;2;"13"
"2019_1_2019000736";38;"Villa Espa¦ola";11;"D";2;28;3;0;1;0;2;"13"
"2019_1_2019000736";38;"Villa Espa¦ola";11;"D";2;30;3;0;1;0;2;"16"
"2019_1_2019000737";31;"Malvin";6;"E";2;79;1;0;0;0;6;"12"
"2019_1_2019000737";31;"Malvin";6;"E";1;83;2;0;0;0;10;"16"
"2019_1_2019000738";35;"Aires Puros";11;"D";2;37;2;0;1;0;2;"11"
"2019_1_2019000738";35;"Aires Puros";11;"D";1;42;1;0;1;0;2;"13"
"2019_1_2019000744";37;"Lezica, Melilla";12;"G";2;58;2;0;1;0;2;"10"
"2019_1_2019000744";37;"Lezica, Melilla";12;"G";1;60;1;0;1;0;2;"6"
"2019_1_2019000744";37;"Lezica, Melilla";12;"G";2;20;3;0;0;0;7;"12"
"2019_1_2019000746";32;"Malvin";7;"E";2;28;4;0;1;0;2;"12"
"2019_1_2019000746";32;"Malvin";7;"E";2;54;1;0;1;0;2;"8"
"2019_1_2019000747";24;"Colon Centro y Noroeste";12;"G";2;80;1;0;0;0;10;"3"
"2019_1_2019000757";20;"Punta Carretas";5;"CH";2;81;1;0;1;0;2;"13"
"2019_1_2019000759";31;"Centro";1;"B";2;69;1;0;0;0;6;"12"
"2019_1_2019000759";31;"Centro";1;"B";1;75;2;0;0;0;10;"12"
"2019_1_2019000765";44;"Manga";10;"D";1;1;3;0;0;0;1;"0"
"2019_1_2019000765";44;"Manga";10;"D";2;33;1;0;1;0;2;"12"
"2019_1_2019000765";44;"Manga";10;"D";1;15;3;0;0;0;7;"9"
"2019_1_2019000765";44;"Manga";10;"D";1;34;2;0;1;0;2;"10"
"2019_1_2019000770";38;"Cordon";2;"B";2;38;1;1;0;0;4;"17"
"2019_1_2019000770";38;"Cordon";2;"B";1;40;2;0;1;0;2;"19"
"2019_1_2019000770";38;"Cordon";2;"B";1;1;3;0;0;0;1;"0"
"2019_1_2019000773";29;"Carrasco";8;"E";1;57;1;0;1;0;2;"17"
"2019_1_2019000773";29;"Carrasco";8;"E";2;21;4;0;0;0;7;"14"
"2019_1_2019000773";29;"Carrasco";8;"E";1;25;3;0;1;0;2;"16"
"2019_1_2019000773";29;"Carrasco";8;"E";2;53;2;0;1;0;2;"15"
"2019_1_2019000774";24;"Pe¦arol, Lavalleja";13;"G";1;53;1;0;1;0;2;"8"
"2019_1_2019000775";44;"Centro";1;"B";1;22;2;0;1;0;2;"9"
"2019_1_2019000775";44;"Centro";1;"B";2;21;1;0;1;0;2;"12"
"2019_1_2019000782";44;"Cerro";17;"A";1;6;12;0;0;0;1;"1"
"2019_1_2019000782";44;"Cerro";17;"A";2;25;1;0;1;0;2;"8"
"2019_1_2019000782";44;"Cerro";17;"A";1;25;2;0;1;0;2;"9"
"2019_1_2019000785";43;"Jardines del Hipodromo";9;"F";2;44;1;0;0;0;6;"6"
"2019_1_2019000785";43;"Jardines del Hipodromo";9;"F";1;45;2;1;0;0;4;"12"
"2019_1_2019000785";43;"Jardines del Hipodromo";9;"F";1;10;3;0;0;0;1;"4"
"2019_1_2019000785";43;"Jardines del Hipodromo";9;"F";2;20;4;0;1;0;2;"9"
"2019_1_2019000792";41;"Parque Rodo";2;"B";1;32;1;0;1;0;2;"17"
"2019_1_2019000793";33;"Sayago";13;"G";2;54;1;0;1;0;2;"15"
"2019_1_2019000793";33;"Sayago";13;"G";1;21;4;1;0;0;4;"11"
"2019_1_2019000801";20;"Pocitos";5;"CH";2;82;1;0;0;0;10;"6"
"2019_1_2019000803";32;"Pe¦arol, Lavalleja";13;"G";2;37;1;0;1;0;2;"15"
"2019_1_2019000803";32;"Pe¦arol, Lavalleja";13;"G";2;11;4;0;0;0;1;"4"
"2019_1_2019000803";32;"Pe¦arol, Lavalleja";13;"G";1;1;4;0;0;0;1;"0"
"2019_1_2019000806";33;"Castro, P. Castellanos";11;"D";2;70;1;0;0;0;10;"6"
"2019_1_2019000806";33;"Castro, P. Castellanos";11;"D";1;61;2;0;1;0;2;"10"
"2019_1_2019000815";23;"Tres Ombues, Victoria";14;"A";2;80;1;0;0;0;9;"6"
"2019_1_2019000827";22;"Mercado Modelo, Bolivar";11;"D";2;69;1;0;0;0;10;"10"
"2019_1_2019000832";33;"Castro, P. Castellanos";11;"D";1;52;1;0;1;0;2;"12"
"2019_1_2019000832";33;"Castro, P. Castellanos";11;"D";2;46;2;0;1;0;2;"10"
"2019_1_2019000832";33;"Castro, P. Castellanos";11;"D";2;5;3;0;0;0;1;"0"
"2019_1_2019000833";16;"Pocitos";5;"CH";2;38;1;0;1;0;2;"21"
"2019_1_2019000836";28;"La Paloma, Tomkinson";17;"A";2;30;4;1;0;0;4;"7"
"2019_1_2019000836";28;"La Paloma, Tomkinson";17;"A";2;35;4;0;1;0;2;"6"
"2019_1_2019000836";28;"La Paloma, Tomkinson";17;"A";2;54;1;0;1;1;2;"6"
"2019_1_2019000837";27;"Barrio Sur";1;"B";1;5;4;0;0;0;1;"0"
"2019_1_2019000837";27;"Barrio Sur";1;"B";2;43;1;0;1;0;2;"17"
"2019_1_2019000842";49;"Union";6;"E";1;17;3;0;0;0;7;"11"
"2019_1_2019000842";49;"Union";6;"E";2;49;1;0;1;0;2;"15"
"2019_1_2019000842";49;"Union";6;"E";1;49;2;0;1;0;2;"10"
